winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
numeric,numeric,nominal ,numeric,numeric,numeric,nominal ,nominal ,numeric,numeric,nominal ,numeric,numeric,binary
